id,ident,type,name,latitude_deg,longitude_deg,elevation_ft,continent,iso_country,iso_region,municipality,scheduled_service,gps_code,iata_code,local_code,home_link,wikipedia_link,keywords
7098,0AZ7,heliport,Sunstate Heliport,33.445318,-111.964567,1180,,US,US-AZ,Phoenix,no,0AZ7,,0AZ7,,,
7099,0B2,small_airport,Brewer Airport,44.76369857788086,-68.7677993774414,124,,US,US-ME,Brewer,no,0B2,,0B2,,,
7100,0B7,small_airport,Warren-Sugarbush Airport,44.1166992188,-72.8271026611,1470,,US,US-VT,Warren,no,0B7,,0B7,,https://en.wikipedia.org/wiki/Warren-Sugarbush_Airport,
7101,0C1,small_airport,Triple R Airport,39.48780059814453,-94.78050231933594,1000,,US,US-MO,Dearborn,no,0C1,,0C1,,,
7102,0C2,small_airport,Hinckley Airport,41.77090072631836,-88.70339965820312,760,,US,US-IL,Hinckley,no,0C2,,0C2,,,
7103,0C5,small_airport,Canadian Lakes Airport,43.57640075683594,-85.28060150146484,960,,US,US-MI,Mecosta,no,0C5,,0C5,,,
7104,0C7,small_airport,Grandpas' Farm Mendota Airport,41.521999,-89.132599,727,,US,US-IL,Mendota,no,IL22,,IL22,,,0C7
7105,0C8,small_airport,Cushing Field Ltd Airport,41.519500732421875,-88.60559844970703,640,,US,US-IL,Newark,no,0C8,,0C8,,,
7106,0C9,heliport,Coach & Paddock Heliport,40.63819885253906,-74.97570037841797,320,,US,US-NJ,Clinton,no,0C9,,0C9,,,
7107,0CA0,closed,Drew Medical Center Heliport,33.923302,-118.241997,180,,US,US-CA,Los Angeles,no,,,,,,0CA0
7108,0CA1,closed,Northside Airpark,34.9883003235,-120.458000183,190,,US,US-CA,Santa Maria,no,,,,,,0CA1
7109,0CA2,heliport,VA Greater Los Angeles Health Care Center Heliport,34.049778,-118.456257,294,,US,US-CA,Los Angeles,no,0CA2,,0CA2,,,
7110,0CA3,small_airport,Crawford Airport,34.587501525878906,-120.01300048828125,570,,US,US-CA,Santa Ynez,no,0CA3,,0CA3,,,
7111,0CA4,small_airport,Shepherd Farm Airport,34.6222,-120.065002,660,,US,US-CA,Santa Ynez,no,0CA4,,0CA4,,,Shepherd Ranch
7112,0CA5,small_airport,Hoffman Private Airport,33.14310073852539,-116.74500274658203,3100,,US,US-CA,Santa Ysabel,no,0CA5,,0CA5,,,
7113,0CA6,small_airport,Emory Ranch Airport,32.7494444,-116.0161111,480,,US,US-CA,Ocotillo,no,0CA6,,0CA6,,,
7114,0CA7,heliport,Boeing Seal Beach (Rooftop) Heliport,33.7569999695,-118.087997437,158,,US,US-CA,Seal Beach,no,0CA7,,0CA7,,,
7115,0CA8,small_airport,Ward Ranch Airport,33.4277992249,-116.843002319,2500,,US,US-CA,Aguanga,no,0CA8,,0CA8,,,
7116,0CA9,small_airport,Blech Ranch Airport,35.5950012207,-120.338996887,1140,,US,US-CA,Shandon,no,0CA9,,0CA9,,,
7117,0CD0,heliport,Delta County Memorial Hospital Heliport,38.745155,-108.047973,5000,,US,US-CO,Delta,no,0CD0,,0CD0,,,
7118,0CD1,heliport,Colorado Plains Medical Center Heliport,40.2610917,-103.7963389,4356,,US,US-CO,Fort Morgan,no,0CD1,,0CD1,,,
7119,0CD2,small_airport,Foxx Valley Airport,38.652500152600005,-104.23400116,5800,,US,US-CO,Yoder,no,0CD2,,0CD2,,,
7120,0CD3,heliport,Branch's Heliport,40.3479995728,-104.527999878,4635,,US,US-CO,Kersey,no,0CD3,,0CD3,,,
7121,0CD4,heliport,Kauffman Heliport,40.1463012695,-104.887001038,5120,,US,US-CO,Denver,no,0CD4,,0CD4,,,
7122,0CD5,small_airport,Pinon Canyon Airport,37.490501403799996,-104.143997192,5686,,US,US-CO,Trinidad,no,0CD5,,0CD5,,,
7123,0CD6,heliport,Exempla Good Samaritan Heliport,39.971698761,-105.084999084,5204,,US,US-CO,Lafayette,no,0CD6,,0CD6,,,
7124,0CD7,small_airport,Fox Hole Airport,40.004699707,-105.071998596,5135,,US,US-CO,Lafayette,no,0CD7,,0CD7,,,
7125,0CD8,heliport,Prowers Medical Center Heliport,38.0710983276,-102.60900116,3575,,US,US-CO,Lamar,no,0CD8,,0CD8,,,
7126,0CD9,heliport,Swedish S.W. Medical Heliport,39.603099823,-105.091003418,5563,,US,US-CO,Littleton,no,0CD9,,0CD9,,,
7127,0CL0,small_airport,Yosemite Hidden Lake Ranch Airport,37.11800003049999,-119.913002014,500,,US,US-CA,Raymond,no,0CL0,,0CL0,,,
7128,0CL1,small_airport,Krey Field Airport,34.5694007874,-117.555999756,3042,,US,US-CA,Adelanto,no,0CL1,,0CL1,,,
7129,0CL2,heliport,Parking Lot Heliport,32.593898773199996,-117.084999084,,,US,US-CA,Chula Vista,no,0CL2,,0CL2,,,
7130,0CL3,small_airport,John Nichol's Field Airport,32.633098602299995,-116.892997742,490,,US,US-CA,Chula Vista,no,0CL3,,0CL3,,,
7131,0CL4,heliport,Glen Fed Heliport,34.157179,-118.254637,770,,US,US-CA,Glendale,no,0CL4,,0CL4,,,
7132,0CL5,heliport,The Atrium Heliport,33.6706008911,-117.858001709,46,,US,US-CA,Irvine,no,0CL5,,0CL5,,,
7133,0CL6,small_airport,Bohunk's Airpark,34.694698333699996,-118.282997131,2410,,US,US-CA,Lancaster,no,0CL6,,0CL6,,,
7134,0CL7,heliport,Good Samaritan Hospital Heliport,34.054901,-118.264967,473,,US,US-CA,Los Angeles,no,0CL7,,0CL7,,,
7135,0CL8,small_airport,Tera Ultralightport,35.5913009644,-117.634002686,2510,,US,US-CA,Ridgecrest,no,0CL8,,0CL8,,,
7136,0CL9,heliport,Sce San Jacinto Valley Service Center Heliport,33.741100311299995,-117.151000977,1482,,US,US-CA,Romoland,no,0CL9,,0CL9,,,
322308,0CN1,small_airport,Fiorini Ranch Airport,37.452178,-120.764758,140,,US,US-CA,Delhi,no,0CN1,,0CN1,,,
324643,0CN2,small_airport,Sutter Butte Dusters Airport,39.228622,-121.688265,67,,US,US-CA,Live Oak,no,0CN2,,0CN2,,,
7137,0CO0,heliport,Longmont United Hospital Heliport,40.178901672399995,-105.125999451,5047,,US,US-CO,Longmont,no,0CO0,,0CO0,,,
7138,0CO1,small_airport,Dave's Airport,40.0332984924,-105.124000549,5170,,US,US-CO,Louisville,no,0CO1,,0CO1,,,
7139,0CO2,small_airport,Crested Butte Airpark,38.851918,-106.928341,8980,,US,US-CO,Crested Butte,no,0CO2,CSE,0CO2,,,Buckhorn Ranch
7140,0CO3,closed,Greggs Nr 1 Airport,39.8894,-104.544997,5373,,US,US-CO,Bennett,no,,,,,,0CO3
7141,0CO4,heliport,Geo-Seis Helicopters Heliport,40.5899009705,-105.04599762,4935,,US,US-CO,Fort Collins,no,0CO4,,0CO4,,,
7142,0CO5,small_airport,Chenoweth Airport,39.8333015442,-103.589996338,4697,,US,US-CO,Last Chance,no,0CO5,,0CO5,,,
7143,0CO6,small_airport,Flying M & M Ranch Airport,38.2193984985,-108.212997437,8000,,US,US-CO,Norwood,no,0CO6,,0CO6,,,
7144,0CO7,heliport,Century Helicopters Heliport,40.5854988098,-105.040000916,4935,,US,US-CO,Fort Collins,no,0CO7,,0CO7,,,
7145,0CO8,small_airport,Cartwheel Airport,40.2083015442,-105.013000488,5010,,US,US-CO,Mead,no,0CO8,,0CO8,,,
7146,0CO9,small_airport,Van Treese Airport,37.6582984924,-106.033996582,7613,,US,US-CO,Monte Vista,no,0CO9,,0CO9,,,
7147,0CT0,heliport,Sharon Hospital Heliport,41.8811988831,-73.48100280759999,640,,US,US-CT,Sharon,no,0CT0,,0CT0,,,
7148,0CT1,heliport,Bristol-Myers Squibb Company Heliport,41.484798431396484,-72.7562026977539,350,,US,US-CT,Wallingford,no,0CT1,,0CT1,,,
7149,0CT2,heliport,Windham Hospital Heliport,41.71699905395508,-72.22589874267578,330,,US,US-CT,Willimantic,no,0CT2,,0CT2,,,
7150,0CT3,heliport,N B G H Heliport,41.661598205566406,-72.78790283203125,431,,US,US-CT,New Britain,no,0CT3,,0CT3,,,
7151,0CT4,heliport,Burke Heliport,41.50619888305664,-72.9397964477539,400,,US,US-CT,Prospect,no,0CT4,,0CT4,,,
7152,0CT5,heliport,St Francis Hospital Heliport,41.77450180053711,-72.6989974975586,184,,US,US-CT,Hartford,no,0CT5,,0CT5,,,
7153,0CT6,heliport,Middletown Heliport,41.5968017578125,-72.70449829101562,113,,US,US-CT,Middletown,no,0CT6,,0CT6,,,
7154,0CT7,heliport,Bridgeport Hospital Heliport,41.18840026855469,-73.16619873046875,80,,US,US-CT,Bridgeport,no,0CT7,,0CT7,,,
7155,0CT8,heliport,Danbury Hospital Heliport,41.405601501464844,-73.4447021484375,510,,US,US-CT,Danbury,no,0CT8,,0CT8,,,
7156,0CT9,heliport,Hartford Hospital Heliport,41.75450134277344,-72.67870330810547,211,,US,US-CT,Hartford,no,0CT9,,0CT9,,,
7157,0D6,small_airport,Wilber Municipal Airport,40.474998474121094,-96.98780059814453,1400,,US,US-NE,Wilber,no,0D6,,0D6,,,
7158,0D7,small_airport,Ada Airport,40.79059982299805,-83.8291015625,949,,US,US-OH,Ada,no,0D7,,0D7,,,
315634,0D9,small_airport,Air Park North,44.958,-84.9587,1170,,US,US-MI,Alba,no,MI30,,MI30,http://airparknorth.net/?page_id=6,,0D9, 24MI
7159,0E9,small_airport,Corydon Airport,40.75450134277344,-93.24130249023438,1020,,US,US-IA,Corydon,no,0E9,,0E9,,,
7160,0FA0,heliport,Doral Resort & Country Club Heliport,25.81290054321289,-80.33889770507812,6,,US,US-FL,Miami,no,0FA0,,0FA0,,,
7161,0FA1,small_airport,Ott's Landing Airport,27.3039,-81.880403,65,,US,US-FL,Arcadia,no,0FA1,,0FA1,,,Frierson Grove Airport
45349,0FA2,heliport,Doctors Memorial Hospital #2 Heliport,30.119753,-83.592732,57,,US,US-FL,Perry,no,0FA2,,0FA2,,,
320961,0FA5,seaplane_base,Briley Farm Seaplane Base,28.5727778,-81.6286111,66,,US,US-FL,Oakland,no,0FA5,,0FA5,,,
7162,0FD0,small_airport,The 2A Ranch Airport,29.2675,-81.230103,40,,US,US-FL,Ormond Beach,no,0FD0,,0FD0,,,Big 'G' Airport
7163,0FD1,heliport,Panhandle Helicopter Llc Heliport,30.214099884,-85.8722000122,20,,US,US-FL,Panama City Beach,no,0FD1,,0FD1,,,
7164,0FD2,heliport,Dolphin Stadium Heliport,25.9599926383,-80.23700259630002,8,,US,US-FL,Miami,no,0FD2,,0FD2,,,
7165,0FD3,small_airport,Dugger Field,30.496400833129883,-86.09380340576172,70,,US,US-FL,Freeport,no,0FD3,,0FD3,,,
7166,0FD4,heliport,Cloverleaf Farms Ii Inc. Heliport,29.3614006042,-82.2081985474,100,,US,US-FL,Reddick,no,0FD4,,0FD4,,,
7167,0FD5,small_airport,Breezy Knoll Airport,30.820199966430664,-86.34439849853516,235,,US,US-FL,Defuniak Springs,no,0FD5,,0FD5,,,
7168,0FD6,seaplane_base,Fulton Seaplane Base,27.907499313354492,-80.48639678955078,,,US,US-FL,Sebastian,no,0FD6,,0FD6,,,
7169,0FD9,small_airport,Joy Farms Airport,30.652099609375,-86.1093978881836,290,,US,US-FL,Defuniak Springs,no,0FD9,,0FD9,,,
7170,0FL0,small_airport,Harper's Fly-In Ranch Airport,26.730600357055664,-81.16390228271484,30,,US,US-FL,Clewiston,no,0FL0,,0FL0,,,
7171,0FL1,closed,Thompson Airfield,29.983299,-82.835602,110,,US,US-FL,Branford,no,,,,,,0FL1
7172,0FL2,seaplane_base,Alligator Drink Seaplane Base,28.787799835205078,-81.16419982910156,19,,US,US-FL,Geneva,no,0FL2,,0FL2,,,
7173,0FL3,heliport,Old Town Ems Heliport,29.602800369262695,-82.98169708251953,25,,US,US-FL,Old Town,no,0FL3,,0FL3,,,
7174,0FL4,heliport,Jackson Heliport,30.704999923706055,-85.37830352783203,110,,US,US-FL,Alford,no,0FL4,,0FL4,,,
7175,0FL5,seaplane_base,Lake Conway South Seaplane Base,28.458599090576172,-81.34970092773438,80,,US,US-FL,Belle Isle,no,0FL5,,0FL5,,,
7176,0FL6,closed,Stanchester Airport,27.805901,-82.140098,94,,US,US-FL,Lithia,no,,,,,,0FL6
7177,0FL7,heliport,Wcpx Tv-6 Heliport,28.610300064086914,-81.41940307617188,114,,US,US-FL,Orlando,no,0FL7,,0FL7,,,
7178,0FL8,seaplane_base,Gary Gale Seaplane Base,30.193899154663086,-81.68190002441406,,,US,US-FL,Jacksonville,no,0FL8,,0FL8,,,
7179,0FL9,small_airport,Mc Daniel Ranch Inc. Airport,26.3938999176,-81.0231018066,18,,US,US-FL,Clewiston,no,0FL9,,0FL9,,,
7180,0G0,small_airport,North Buffalo Suburban Airport,43.103199,-78.7033,588,,US,US-NY,Lockport,no,K0G0,,0G0,,,
7181,0G5,seaplane_base,Grand Marais/Cook County Seaplane Base,47.8263,-90.3835,1635,,US,US-MN,Grand Marais,no,0G5,,0G5,http://www.boreal.org/airport/,https://en.wikipedia.org/wiki/Grand_Marais/Cook_County_Seaplane_Base,Devil Track Resort
7182,0GA0,small_airport,Halls Flying Ranch Airport,33.356201171875,-84.36710357666016,800,,US,US-GA,Hampton,no,0GA0,,0GA0,,,
7183,0GA1,small_airport,Mustang Field,34.477901458740234,-82.89710235595703,693,,US,US-GA,Hartwell,no,0GA1,,0GA1,,,
7184,0GA2,small_airport,Airnautique, Inc. Airport,34.377899169921875,-82.9457015991211,720,,US,US-GA,Hartwell,no,0GA2,,0GA2,,,
7185,0GA3,small_airport,Ayresouth Airport,33.77009963989258,-85.06079864501953,1287,,US,US-GA,Temple,no,0GA3,,0GA3,,,
7186,0GA4,small_airport,Paradise Falls Airport,33.812901,-83.505699,736,,US,US-GA,Good Hope,no,,,,,,0GA4, High Shoals
7187,0GA5,heliport,Big Canoe Heliport,34.45479965209961,-84.28910064697266,1475,,US,US-GA,Jasper,no,0GA5,,0GA5,,,
7188,0GA6,small_airport,Sunset Strip,33.7333984375,-83.81880187988281,780,,US,US-GA,Jersey,no,0GA6,,0GA6,,,
7189,0GA7,closed,Hickory Level Airfield,33.683399,-84.999901,1080,,US,US-GA,Carrollton,no,,,,,,0GA7
7190,0GA8,small_airport,Paso Fino Farm Airport,30.887100219726562,-83.41600036621094,200,,US,US-GA,Valdosta,no,0GA8,,0GA8,,,
7191,0GA9,small_airport,Roberta Industrial Park Airport,32.71390151977539,-84.02749633789062,505,,US,US-GA,Roberta,no,0GA9,,0GA9,,,
7192,0GE0,small_airport,Pinewood Airport,33.782100677490234,-84.80079650878906,1085,,US,US-GA,Douglasville,no,0GE0,,0GE0,,,
7193,0GE1,small_airport,Crystal Lake Airpark,31.66550064086914,-83.44709777832031,327,,US,US-GA,Irwinville,no,0GE1,,0GE1,,,
7194,0GE3,small_airport,Lookout Mountain Airport,34.904701232910156,-85.45970153808594,563,,US,US-GA,Trenton,no,0GE3,,0GE3,,,
7195,0GE4,small_airport,Pecan Patch Airstrip,33.33140182495117,-84.2667007446289,860,,US,US-GA,Sunnyside,no,0GE4,,0GE4,,,
7196,0GE5,small_airport,Mountain Airpark,34.561798095703125,-83.7135009765625,1438,,US,US-GA,Cleveland,no,0GE5,,0GE5,,,
7197,0GE7,small_airport,Carpenter Airport,33.520301818847656,-82.37249755859375,450,,US,US-GA,Appling,no,0GE7,,0GE7,,,
7198,0GE9,small_airport,Pegasus Ranch Airport,32.69390106201172,-81.79859924316406,230,,US,US-GA,Rocky Ford,no,0GE9,,0GE9,,,
7199,0H7,small_airport,Kahoka Municipal Airport,40.421600341796875,-91.706298828125,700,,US,US-MO,Kahoka,no,0H7,,0H7,,,
7200,0I2,small_airport,Brazil Clay County Airport,39.47669982910156,-87.09970092773438,645,,US,US-IN,Brazil,no,0I2,,0I2,,,
7201,0IA0,heliport,Knoxville Area Community Hospital Heliport,41.316898345947266,-93.09600067138672,927,,US,US-IA,Knoxville,no,0IA0,,0IA0,,,
7202,0IA1,heliport,St Anthony Regional Hospital Heliport,42.05830001831055,-94.86830139160156,1300,,US,US-IA,Carroll,no,0IA1,,0IA1,,,
7203,0IA2,heliport,Audubon County Memorial Hospital Heliport,41.71549987792969,-94.9385986328125,1320,,US,US-IA,Audubon,no,0IA2,,0IA2,,,
7204,0IA3,small_airport,Hawkeye Airport,42.43470001220703,-92.3280029296875,883,,US,US-IA,Waterloo,no,0IA3,,0IA3,,,
7205,0IA4,small_airport,Sharar Field,41.03340148925781,-91.05010223388672,700,,US,US-IA,Mediapolis,no,0IA4,,0IA4,,,
7206,0IA5,small_airport,Moore Private Airport,40.87220001220703,-93.26270294189453,1060,,US,US-IA,Millerton,no,0IA5,,0IA5,,,
7207,0IA6,small_airport,Rinehart Airport,41.659698486328125,-92.28990173339844,920,,US,US-IA,Victor,no,0IA6,,0IA6,,,
7208,0IA7,heliport,Cromwell Heliport,41.03889846801758,-94.46690368652344,1300,,US,US-IA,Cromwell,no,0IA7,,0IA7,,,
7209,0IA8,small_airport,Hannen Airport,42.22800064086914,-91.7509994506836,925,,US,US-IA,Center Point,no,0IA8,,0IA8,,,
7210,0IA9,heliport,Army Reserve Heliport,40.83340072631836,-91.30010223388672,725,,US,US-IA,Middleton,no,0IA9,,0IA9,,,
7211,0ID0,small_airport,South Fork Ranch Airport,43.60639953613281,-115.10700225830078,4861,,US,US-ID,Featherville,no,0ID0,,0ID0,,,
7212,0ID1,small_airport,Ziggy's Airport,42.64120101928711,-114.6050033569336,3225,,US,US-ID,Filer,no,0ID1,,0ID1,,,
7213,0ID2,small_airport,Flying Joseph Ranch Airport,44.442901611299995,-113.773002625,5600,,US,US-ID,May,no,0ID2,,0ID2,,,
7214,0ID3,small_airport,Coyote Run Airport,43.075801849365234,-115.6729965209961,3150,,US,US-ID,Mountain Home,no,0ID3,,0ID3,,,
7215,0ID4,small_airport,Black Butte Ranch Airport,43.047698974609375,-114.47000122070312,4020,,US,US-ID,Shoshone,no,0ID4,,0ID4,,,
7216,0ID5,small_airport,Ez Lope Ranch Airport,43.0531005859375,-116.46199798583984,3130,,US,US-ID,Oreana,no,0ID5,,0ID5,,,
7217,0ID6,heliport,Steele Memorial Heliport,45.173791,-113.891423,4004,,US,US-ID,Salmon,no,67ID,,67ID,,,0ID6
45394,0ID7,small_airport,Z X Ranch Airport,43.230308,-116.763192,3820,,US,US-ID,Murphy,no,0ID7,,0ID7,,,
45387,0ID8,small_airport,Pinnacle Airport,45.775197,-116.178475,3800,,US,US-ID,Grangeville,no,0ID8,,0ID8,,,
329280,0ID9,small_airport,Corral Creek Airport,46.785278,-116.471131,2895,,US,US-ID,Helmer,no,0ID9,,0ID9,,,
7218,0II0,small_airport,Chuck's Airport,40.2599983215332,-85.25330352783203,955,,US,US-IN,Albany,no,0II0,,0II0,,,
7219,0II1,small_airport,Unsicker Airport,40.4281005859375,-86.1532974243164,816,,US,US-IN,Bremen,no,0II1,,0II1,,,
7220,0II2,small_airport,Creighton Airport,41.457298278808594,-86.12439727783203,820,,US,US-IN,Bremen,no,0II2,,0II2,,,
7221,0II3,closed,Miller Strip,40.6278,-86.037804,810,,US,US-IN,Bunker Hill,no,,,,,,0II3
7222,0II5,small_airport,Marshall Field,40.65950012207031,-86.8572006225586,705,,US,US-IN,Chalmers,no,0II5,,0II5,,,
7223,0II6,small_airport,Kropf Airport,41.64310073852539,-85.82969665527344,810,,US,US-IN,Goshen,no,0II6,,0II6,,,
7224,0II7,small_airport,Frost Field,39.79560089111328,-85.78610229492188,900,,US,US-IN,Greenfield,no,0II7,,0II7,,,
7225,0II8,small_airport,Sutton's Field,41.324798583984375,-87.47589874267578,740,,US,US-IN,Lowell,no,0II8,,0II8,,,
7226,0II9,small_airport,Winters Airport,39.53419876098633,-86.57720184326172,755,,US,US-IN,Hall,no,0II9,,0II9,,,
7227,0IL0,heliport,Hamilton Memorial Hospital Heliport,38.086700439453125,-88.53890228271484,440,,US,US-IL,Mc Leansboro,no,0IL0,,0IL0,,,
7228,0IL1,heliport,Loyola University Medical Center Heliport,41.86090087890625,-87.8364028930664,623,,US,US-IL,Broadview,no,0IL1,,0IL1,,,
45950,0IL2,small_airport,Griffin Airport,38.803056,-88.997778,541,,US,US-IL,Alma,no,0IL2,,0IL2,,,
7229,0IL3,small_airport,Flying B Ranch Airport,40.15700149536133,-87.67449951171875,696,,US,US-IL,Danville,no,0IL3,,0IL3,,,
7230,0IL4,heliport,Good Samaritan Hospital Heliport,41.81890106201172,-88.00779724121094,772,,US,US-IL,Downers Grove,no,0IL4,,0IL4,,,
323339,0IL5,heliport,OSF St Luke Medical Center Heliport,41.221865,-89.947788,849,,US,US-IL,Kewanee,no,0IL5,,0IL5,,,
7231,0IL6,heliport,Kishwaukee Community Hospital Heliport,41.9631004333,-88.717300415,852,,US,US-IL,De Kalb,no,0IL6,,0IL6,,,
7232,0IL8,small_airport,Walter Airport,41.872501373291016,-88.72370147705078,890,,US,US-IL,De Kalb,no,0IL8,,0IL8,,,
7233,0IL9,small_airport,Jack W. Watson Airport,41.854801177978516,-88.78730010986328,880,,US,US-IL,De Kalb,no,0IL9,,0IL9,,,
7234,0IN1,small_airport,Snider Field,38.5,-87.59590148925781,400,,US,US-IN,Decker,no,0IN1,,0IN1,,,
7235,0IN2,small_airport,The Lazy K Airport,40.82780075073242,-85.08609771728516,835,,US,US-IN,Tocsin,no,0IN2,,0IN2,,,
7236,0IN3,small_airport,Graves Landing Strip,41.11669921875,-86.66670227050781,704,,US,US-IN,Winamac,no,0IN3,,0IN3,,,
7237,0IN4,small_airport,Air Park Field,41.12779998779297,-84.94719696044922,750,,US,US-IN,Woodburn,no,0IN4,,0IN4,,,
7238,0IN5,small_airport,Byrne Field,38.32899856567383,-86.03359985351562,800,,US,US-IN,Byrneville,no,0IN5,,0IN5,,,
7239,0IN7,closed,Roto-Whirl/Holiday Heliport,39.922501,-86.226097,875,,US,US-IN,Indianapolis,no,,,,,,0IN7
7240,0IN8,closed,Roto-Whirl/Vantage Heliport,39.837299,-86.118597,726,,US,US-IN,Indianapolis,no,,,,,,0IN8
7241,0IN9,small_airport,Parrish Airport,37.993099212646484,-87.95140075683594,390,,US,US-IN,Mount Vernon,no,0IN9,,0IN9,,,
7242,0IS0,heliport,Trinity Medical Center West Heliport,41.48109817504883,-90.57140350341797,664,,US,US-IL,Rock Island,no,0IS0,,0IS0,,,
7243,0IS2,heliport,Evanston/Glenbrook Heliport,42.093101501464844,-87.85260009765625,678,,US,US-IL,Glenview,no,0IS2,,0IS2,,,
7244,0IS3,small_airport,Cady Aerial RLA Restricted Landing Area,41.660800933800004,-89.69360351559999,630,,US,US-IL,Deer Grove,no,0IS3,,0IS3,,,
7245,0IS4,small_airport,Dawson Farms Airport,39.76250076293945,-88.67150115966797,670,,US,US-IL,Lovington,no,0IS4,,0IS4,,,
7246,0IS6,heliport,Dongola Heliport,37.3656005859375,-89.1635971069336,383,,US,US-IL,Dongola,no,0IS6,,0IS6,,,
7247,0IS8,heliport,Blessing Hospital At 11th St Heliport,39.9364013672,-91.3990020752,650,,US,US-IL,Quincy,no,0IS8,,0IS8,,,
7248,0IS9,heliport,Bernardin Heliport,41.70840072631836,-89.2029037475586,830,,US,US-IL,West Brooklyn,no,0IS9,,0IS9,,,
7249,0J0,small_airport,Abbeville Municipal Airport,31.600200653076172,-85.23880004882812,468,,US,US-AL,Abbeville,no,0J0,,0J0,,,
7250,0J8,small_airport,Flying Ten Airport,29.618000030517578,-82.50869750976562,85,,US,US-FL,Archer,no,0J8,,0J8,,,
7251,0K6,small_airport,Dobie's Airport,36.178496,-95.580468,610,,US,US-OK,Inola,no,,,0K6,,,
7252,0KS0,small_airport,J V Ranch Airport,38.63330078125,-95.92530059814453,1180,,US,US-KS,Osage City,no,0KS0,,0KS0,,,
7253,0KS2,closed,Kellie Mann Airfield,38.560001,-95.309097,1045,,US,US-KS,Ottawa,no,,,,,,0KS2
7254,0KS3,small_airport,Camp Chippewa Airport,38.56669998168945,-95.36689758300781,1120,,US,US-KS,Ottawa,no,0KS3,,0KS3,,,
7255,0KS4,small_airport,Norris Airport,38.807239,-95.370056,1065,,US,US-KS,Lawrence,no,0KS4,,0KS4,,,
7256,0KS6,small_airport,Kendrigan Airport,37.45220184326172,-97.31780242919922,1240,,US,US-KS,Peck,no,0KS6,,0KS6,,,
7257,0KS7,small_airport,Mono Aircraft Airport,37.69279861450195,-97.88639831542969,1450,,US,US-KS,Cheney,no,0KS7,,0KS7,,,
7258,0KS8,small_airport,Pearce Field,37.38249969482422,-95.37470245361328,950,,US,US-KS,Parsons,no,0KS8,,0KS8,,,
7259,0KS9,small_airport,Lmn 120 Airport,37.515899658203125,-96.9197998046875,1330,,US,US-KS,Douglas,no,0KS9,,0KS9,,,
7260,0KY0,small_airport,Owen Air Park,38.622798919677734,-84.77890014648438,890,,US,US-KY,Owenton,no,0KY0,,0KY0,,,
7261,0KY1,small_airport,Arnemann Farms Airport,36.76559829711914,-86.61830139160156,504,,US,US-KY,Franklin,no,0KY1,,0KY1,,,
7262,0KY2,heliport,Mgt Station 2105 Heliport,37.50559997558594,-86.8375015258789,540,,US,US-KY,Hartford,no,0KY2,,0KY2,,,
7263,0KY3,closed,Tennessee Gas Heliport,38.561404,-83.952795,604,,US,US-KY,Load,no,,,,,,0KY3
7264,0KY4,small_airport,Cambron Field,37.56439971923828,-87.08190155029297,427,,US,US-KY,Owensboro,no,0KY4,,0KY4,,,
7265,0KY5,small_airport,Falin Landing Strip,36.8125,-86.375,600,,US,US-KY,Bowling Green,no,0KY5,,0KY5,,,
7266,0KY6,heliport,Tennessee Gas Heliport,38.2682991027832,-82.57749938964844,560,,US,US-KY,Burnaugh,no,0KY6,,0KY6,,,
7267,0KY7,small_airport,Clinton-Hickman County Airport,36.63610076904297,-88.99859619140625,360,,US,US-KY,Clinton,no,0KY7,,0KY7,,,
7268,0KY8,closed,Sky Airport,37.117199,-83.736099,850,,US,US-KY,Manchester,no,,,,,,0KY8
7269,0KY9,heliport,Pine Mountain Aero Heliport,37.11360168457031,-82.80359649658203,1300,,US,US-KY,Whitesburg,no,0KY9,,0KY9,,,
7270,0L4,small_airport,Lida Junction Airport,37.485801696777344,-117.19100189208984,4684,,US,US-NV,Goldfield,no,0L4,,0L4,,https://en.wikipedia.org/wiki/Lida_Junction_Airport,
7271,0L5,small_airport,Goldfield Airport,37.722751,-117.236368,5680,,US,US-NV,Goldfield,no,NV50,,NV50,,https://en.wikipedia.org/wiki/Goldfield_Airport,0L5
7272,0L6,heliport,Winn Parish Medical Center Heliport,31.923200607299805,-92.64569854736328,140,,US,US-LA,Winnfield,no,0L6,,0L6,,,
7273,0LA0,heliport,West Hackberry Heliport,30.008499145507812,-93.40019989013672,10,,US,US-LA,Hackberry,no,0LA0,,0LA0,,,
7274,0LA1,small_airport,Double H Ranch Airport,30.229400634765625,-90.97339630126953,15,,US,US-LA,Gonzales,no,0LA1,,0LA1,,,
7275,0LA2,closed,Don Babin-Private Airport,30.278,-90.963203,17,,US,US-LA,Gonzales,no,,,,,,0LA2
7276,0LA3,small_airport,Belcher Airpatch Airport,32.749298095703125,-93.87349700927734,280,,US,US-LA,Belcher,no,0LA3,,0LA3,,,
7277,0LA4,heliport,North Caddo Medical Center Heliport,32.86410140991211,-93.98899841308594,200,,US,US-LA,Vivian,no,0LA4,,0LA4,,,
7278,0LA5,heliport,Conoco Inc Heliport,29.257999420166016,-89.96369934082031,3,,US,US-LA,Grand Isle,no,0LA5,,0LA5,,,
7279,0LA6,closed,Freeport Sulphur Heliport,29.2586,-89.959198,3,,US,US-LA,Grand Isle,no,,,,,,0LA6
7280,0LA7,heliport,Exxon Heliport,29.255800247192383,-89.96759796142578,6,,US,US-LA,Grand Isle,no,0LA7,,0LA7,,,
